INFORME,FECHA CIERRE,FECHA SESIÓN,N°,Marca temporal,Autor de la Pregunta,Justificación o contexto,Pregunta,Órgano requerido,Area de gestión,Tema
ANEXO 94,30/05/2016,01/06/2016,393,8/1/2016 13:59:31,"García Larraburu, Silvina (RNG - PJ-FpV)","En relación al Programa Nacional de Investigación e Innovación Productiva en espacios marítimos argentinos (PROMAR), solicito al Poder Ejecutivo se sirva informar: ",¿Cuál es el detalle sobre la utilización de las partidas presupuestarias asignadas al programa para el presupuesto vigente durante el corriente ejercicio 2016?,"Ministerio de Ciencia, Tecnología e Innovación Productiva",Otros  ,INVESTIGACIÓN Y DESARROLLO EN RECURSOS RENOVABLES DEL MAR
ANEXO 94,30/05/2016,01/06/2016,394,8/1/2016 13:25:54,"García Larraburu, Silvina (RNG - PJ-FpV)",,¿ Por qué se está usando consultoría de la firma estadounidense McKinsey & Company para avanzar en un marco regulatorio de toda la política de comunicaciones?,Ministerio de Comunicaciones,Comunicaciones y medios (TDA),CONSULTORÍA EXTRANJERA POLÍTICAS COMUNICACIONALES
ANEXO 94,30/05/2016,01/06/2016,395,8/1/2016 13:26:43,"García Larraburu, Silvina (RNG - PJ-FpV)",,En  publicaciones periodísticas ha trascendido que la consultora McKinsey realizó un relevamiento satelital y ofreció dos opciones: a) limitarse a gestionar los satélites Arsat 1 y 2 o b) privatizar el segmento satelital. ¿Es esto cierto? ¿En qué consistiría gestionar ambos satélites? ¿Por qué se analiza la posibilidad de privatizar?,Ministerio de Comunicaciones,Comunicaciones y medios (TDA),CONSULTORÍA EXTRANJERA POLÍTICAS COMUNICACIONALES
ANEXO 94,30/05/2016,01/06/2016,396,8/1/2016 13:47:11,"García Larraburu, Silvina (RNG - PJ-FpV)","La población en situación de calle en la Ciudad de Buenos Aires aumentó entre un 20 y un 40 por ciento en lo que va de 2016 respecto del año 2015, según las organizaciones que trabajan con la problemática. Presenté un proyecto de ley en este sentido, ya que no existe ningún censo al respecto. ",¿Se están tomando medidas a nivel nacional con las personas en situación de calle?,Ministerio de Desarrollo Social,Programas y Planes sociales  ,PERSONAS EN SITUACIÓN DE CALLE
ANEXO 94,30/05/2016,01/06/2016,397,8/1/2016 13:48:04,"García Larraburu, Silvina (RNG - PJ-FpV)","La población en situación de calle en la Ciudad de Buenos Aires aumentó entre un 20 y un 40 por ciento en lo que va de 2016 respecto del año 2015, según las organizaciones que trabajan con la problemática. Presenté un proyecto de ley en este sentido, ya que no existe ningún censo al respecto. ",¿Cómo prevén evitar que siga creciendo el número de ciudadanos que deben pasar a vivir en esta situación?,Ministerio de Desarrollo Social,Programas y Planes sociales  ,PERSONAS EN SITUACIÓN DE CALLE
ANEXO 94,30/05/2016,01/06/2016,398,8/1/2016 13:42:14,"García Larraburu, Silvina (RNG - PJ-FpV)","Durante los últimos años desde la sanción de la ley de financiamiento educativo se llegó a una inversión de 6,5 del PBI. Existe una gran preocupación en torno al financiamiento de las universidades nacionales a raíz de la decisión administrativa 519/2016, mediante la cual la jefatura de gabinete dispuso dejar de girar $878.877.000 del tesoro nacional a diferentes instituciones. ",¿Cuál será el plan de financiamiento para las universidades nacionales?,Ministerio de Educación y Deportes,Política Universitaria.,FONDOS A UNIVERSIDADES PÚBLICAS
ANEXO 94,30/05/2016,01/06/2016,399,8/1/2016 13:43:35,"García Larraburu, Silvina (RNG - PJ-FpV)","Durante los últimos años desde la sanción de la ley de financiamiento educativo se llegó a una inversión de 6,5 del PBI. Existe una gran preocupación en torno al financiamiento de las universidades nacionales a raíz de la decisión administrativa 519/2016, mediante la cual la jefatura de gabinete dispuso dejar de girar $878.877.000 del tesoro nacional a diferentes instituciones.",¿Cuál es la fecha prevista para el desembolso comprometido por el Presidente ante la reunión del Consejo Interuniversitario Nacional del día 3 de mayo ante 17 rectores de las universidades nacionales?,Ministerio de Educación y Deportes,Política Universitaria.,FONDOS A UNIVERSIDADES PARA TARIFAS
ANEXO 94,30/05/2016,01/06/2016,400,8/1/2016 13:44:25,"García Larraburu, Silvina (RNG - PJ-FpV)",,¿Cuáles son los fundamentos de la suspensión de convenios que las universidades tenían con varios organismos centralizados y descentralizados del estado en materia de consultoría y asesoría?,Ministerio de Educación y Deportes,Política Universitaria.,CONVENIOS ENTRE UNIVERSIDADES Y EL EJECUTIVO
ANEXO 94,30/05/2016,01/06/2016,401,8/1/2016 13:46:37,"García Larraburu, Silvina (RNG - PJ-FpV)",,¿Cuál es el estado del Plan Fines ?,Ministerio de Educación y Deportes,Programas educativos.,PLAN FINES
ANEXO 94,30/05/2016,01/06/2016,402,8/1/2016 13:48:49,"García Larraburu, Silvina (RNG - PJ-FpV)",,"¿Por  qué se provincializó el Programa Coros y Orquestas infantojuveniles para el bicentenario, cuya coordinación antes era nacional?",Ministerio de Educación y Deportes,Programas educativos.,PROGRAMA DE ORQUESTAS Y COROS INFANTILES
ANEXO 94,30/05/2016,01/06/2016,403,8/1/2016 13:49:39,"García Larraburu, Silvina (RNG - PJ-FpV)",,Hay sueldos adeudados desde marzo del Programa Coros y Orquestas infantojuveniles para el bicentenario. ¿Por qué no se han pagado?,Ministerio de Educación y Deportes,Programas educativos.,PROGRAMA DE ORQUESTAS Y COROS INFANTILES
ANEXO 94,30/05/2016,01/06/2016,404,8/1/2016 13:50:33,"García Larraburu, Silvina (RNG - PJ-FpV)",,¿Cuál es la situación provincia por provincia del Programa Coros y Orquestas infantojuveniles para el bicentenario? ¿Cuánta gente hay trabajando en el mismo?,Ministerio de Educación y Deportes,Programas educativos.,PROGRAMA DE ORQUESTAS Y COROS INFANTILES
ANEXO 94,30/05/2016,01/06/2016,405,8/1/2016 13:51:27,"García Larraburu, Silvina (RNG - PJ-FpV)",,¿Pretende hacerse algún incentivo a la cultura y a los niños y jóvenes sin posibilidad de acceso?,Ministerio de Educación y Deportes,Programas educativos.,INCENTIVO PARA NIÑOS Y JOVENES DE ACCESO A LA CULTURA
ANEXO 94,30/05/2016,01/06/2016,406,8/1/2016 13:56:05,"García Larraburu, Silvina (RNG - PJ-FpV)",,¿ Por qué se desarticuló el programa de líderes deportivos comunitarios? ¿Cuántos chicos y jóvenes quedaron excluidos?,Ministerio de Educación y Deportes,Programas educativos.,PROGRAMA LIDERES DEPORTIVOS COMUNITARIOS
ANEXO 94,30/05/2016,01/06/2016,407,8/1/2016 13:56:58,"García Larraburu, Silvina (RNG - PJ-FpV)",,¿ Cuál sería la alternativa propuesta para los trabajadores del desarticulado programa de líderes deportivos comunitarios? ¿Se creará algún programa similar para chicos y jóvenes?,Ministerio de Educación y Deportes,Programas educativos.,PROGRAMA LIDERES DEPORTIVOS COMUNITARIOS
ANEXO 94,30/05/2016,01/06/2016,408,8/1/2016 13:57:46,"García Larraburu, Silvina (RNG - PJ-FpV)",,"¿ Cuántos clubes de barrio, sociedades de fomento y asociaciones deportivas han pedido la tarifa social?",Ministerio de Educación y Deportes,Tarifas  ,TARIFA SOCIAL PARA ENTIDADES DEPORTIVAS
ANEXO 94,30/05/2016,01/06/2016,409,8/1/2016 13:58:29,"García Larraburu, Silvina (RNG - PJ-FpV)",,¿ Cuál es el programa-plan de fomento al deporte que pretende hacerse?,Ministerio de Educación y Deportes,Política deportiva.,PLAN DE FOMENTO AL DEPORTE
ANEXO 94,30/05/2016,01/06/2016,410,8/1/2016 13:35:31,"García Larraburu, Silvina (RNG - PJ-FpV)",En relación al Plan Rector y proyección de ampliación de Planta de Tratamiento de Efluentes Cloacales para la localidad de Bariloche,"¿Por  qué motivos se dispuso la venta, por parte de YPF, de las áreas petroleras en la provincia de Río Negro conocidas como: El Medanito, Barranca de los Loros, El Santiagueño, Loma Negra, La Yesera y Agua Salada?",Ministerio de Energía y Minería, Infraestructura Sanitaria.,VENTA Y CIERRE DE YACIMIENTOS YPF
ANEXO 94,30/05/2016,01/06/2016,411,8/1/2016 13:38:51,"García Larraburu, Silvina (RNG - PJ-FpV)","En el informe anterior señala que en el presupuesto aprobado destinó en la partida para Río Negro casi 1 millón de pesos para la Comisión Nacional de Energía Atómica.

Por ahora la información disponible es que el presupuesto está destinado sólo a gastos corrientes y sueldos. Las preguntas las dejaron para ""completar en el transcurso de las próximas horas por la autoridad"", no hemos tenido conocimiento de ninguna de las dos:",¿Habrá una actualización presupuestaria para continuar con los proyectos y el desarrollo de Energía Atómica?,Ministerio de Energía y Minería,Atucha/Energía atómica  ,PRESUPUESTO CNE ATÓMICA RIO NEGRO
ANEXO 94,30/05/2016,01/06/2016,412,8/1/2016 13:41:18,"García Larraburu, Silvina (RNG - PJ-FpV)","En el informe anterior señala que en el presupuesto aprobado destinó en la partida para Río Negro casi 1 millón de pesos para la Comisión Nacional de Energía Atómica.

Por ahora la información disponible es que el presupuesto está destinado sólo a gastos corrientes y sueldos. Las preguntas las dejaron para ""completar en el transcurso de las próximas horas por la autoridad"", no hemos tenido conocimiento de ninguna de las dos:",¿Qué sucede con los 650 monotributistas que expresaron que temen por su continuidad laboral?,Ministerio de Energía y Minería,Política de Empleo y Desempleo  ,SITUACIÓN TRABAJADORES CNE ATÓMICA RIO NEGRO
ANEXO 94,30/05/2016,01/06/2016,413,8/1/2016 13:41:20,"García Larraburu, Silvina (RNG - PJ-FpV)",,"¿ Cuáles fueron las condiciones de venta por parte de YPF, de las áreas petroleras en la provincia de Río Negro conocidas como: El Medanito, Barranca de los Loros, El Santiagueño, Loma Negra, La Yesera y Agua Salada y los requisitos que debieron reunir los oferentes para las adquisiciones?",Ministerio de Energía y Minería,YPF  /Política de hidrocarburos  /Gas,YPF EN RIO NEGRO
ANEXO 94,30/05/2016,01/06/2016,414,8/1/2016 13:42:14,"García Larraburu, Silvina (RNG - PJ-FpV)",,"¿ Cuál es la capacidad de producción de las áreas petroleras en la provincia de Río Negro conocidas como: El Medanito, Barranca de los Loros, El Santiagueño, Loma Negra, La Yesera y Agua Salada y costos operativos?",Ministerio de Energía y Minería,YPF  /Política de hidrocarburos  /Gas,CAPACIDAD PRODUCTIVA PETROLEO RIO NEGRO
ANEXO 94,30/05/2016,01/06/2016,415,8/1/2016 13:43:06,"García Larraburu, Silvina (RNG - PJ-FpV)",,"¿Qué cantidad de recursos humanos se empleaban en las áreas petroleras en la provincia de Río Negro conocidas como: El Medanito, Barranca de los Loros, El Santiagueño, Loma Negra, La Yesera y Agua Salada y cuál fue el impacto laboral de la operación?",Ministerio de Energía y Minería,YPF  /Política de hidrocarburos  /Gas,EMPLEO EN ZONA PETROLERA RIO NEGRO
ANEXO 94,30/05/2016,01/06/2016,416,8/1/2016 13:44:32,"García Larraburu, Silvina (RNG - PJ-FpV)",,"¿Qué destino se fijó para lo producido de las ventas de las áreas petroleras en la provincia de Río Negro conocidas como: El Medanito, Barranca de los Loros, El Santiagueño, Loma Negra, La Yesera y Agua Salada?",Ministerio de Energía y Minería,YPF  /Política de hidrocarburos  /Gas,VENTA DE PETROLEO ZONA PRODUCTIVA RIO NEGRO
ANEXO 94,30/05/2016,01/06/2016,417,8/1/2016 13:45:59,"García Larraburu, Silvina (RNG - PJ-FpV)","En relación al contrato celebrado para importar gas natural y/o gas natural licuado des de la República de Chile por ENARSA S.A., solcito al Poder Ejecutivo se sirva informar","¿Cuál ha sido la evaluación y diferencia económica beneficiosa para nuestro país respecto de otros oferentes de la región, especialmente con el Estado Plurinacional de Bolivia?",Ministerio de Energía y Minería,YPF  /Política de hidrocarburos  /Gas,IMPORTACIÓN DE GAS DE CHILE
ANEXO 94,30/05/2016,01/06/2016,418,8/1/2016 13:47:59,"García Larraburu, Silvina (RNG - PJ-FpV)",,¿Qué acciones se han llevado a cabo a fin de contener y prevenir incidentes por derrame de hidrocarburos como los sucedidos en los yacimientos de petróleo de la Cuenca del Río Colorado?,Ministerio de Energía y Minería,Impacto ambiental y contaminación,PREVENCIÓN DE DERRAMES DE HIDROCARBUROS
ANEXO 94,30/05/2016,01/06/2016,419,8/1/2016 13:48:30,"García Larraburu, Silvina (RNG - PJ-FpV)","En relación al contrato celebrado para importar gas natural y/o gas natural licuado des de la República de Chile por ENARSA S.A., solcito al Poder Ejecutivo se sirva informar","¿Cuál es el precio final por millón de BTU (MBTU), coste de transporte, y estructura de costos total?",Ministerio de Energía y Minería,YPF  /Política de hidrocarburos  /Gas,IMPORTACIÓN DE GAS DE CHILE
ANEXO 94,30/05/2016,01/06/2016,420,8/1/2016 13:49:37,"García Larraburu, Silvina (RNG - PJ-FpV)","En relación al contrato celebrado para importar gas natural y/o gas natural licuado des de la República de Chile por ENARSA S.A., solcito al Poder Ejecutivo se sirva informar",¿Cuáles son las empresas contratadas para el transporte y las condiciones de su contratación?,Ministerio de Energía y Minería,YPF  /Política de hidrocarburos  /Gas,IMPORTACIÓN DE GAS DE CHILE
ANEXO 94,30/05/2016,01/06/2016,421,8/1/2016 13:50:37,"García Larraburu, Silvina (RNG - PJ-FpV)","En relación al contrato celebrado para importar gas natural y/o gas natural licuado des de la República de Chile por ENARSA S.A., solcito al Poder Ejecutivo se sirva informar",¿Cuáles son las formas de pago y financiamiento convenidos?,Ministerio de Energía y Minería,YPF  /Política de hidrocarburos  /Gas,IMPORTACIÓN DE GAS DE CHILE
ANEXO 94,30/05/2016,01/06/2016,422,8/1/2016 13:51:29,"García Larraburu, Silvina (RNG - PJ-FpV)","En relación al contrato celebrado para importar gas natural y/o gas natural licuado des de la República de Chile por ENARSA S.A., solcito al Poder Ejecutivo se sirva informar",¿Cuál es la jurisdicción estipulada contractualmente en caso de controversias judiciales?,Ministerio de Energía y Minería,YPF  /Política de hidrocarburos  /Gas,IMPORTACIÓN DE GAS DE CHILE
ANEXO 94,30/05/2016,01/06/2016,423,8/1/2016 13:51:55,"García Larraburu, Silvina (RNG - PJ-FpV)","Las tarifas de Gas y Electricidad en todo el país, y en particular en la Patagonia, se han incrementado en lo que definimos como un ""Mazazo Tarifario"" de un mes al otro sin más explicación de su parte que ""había que sincerarlas"". Primero promedió en el 1500%, luego llegaron a un tope del 400% y 500%, pero aun así los vecinos no pueden pagarlo y la Justicia ha hecho lugar a varios reclamos. ","	¿Cuáles son los incrementos que justifican ese ""sinceramiento"" del orden del 1500,500 y 400%?",Ministerio de Energía y Minería,Tarifas  ,AUMENTOS TARIFAS SERVICIOS PÚBLICOS 
ANEXO 94,30/05/2016,01/06/2016,424,8/1/2016 13:52:48,"García Larraburu, Silvina (RNG - PJ-FpV)","Las tarifas de Gas y Electricidad en todo el país, y en particular en la Patagonia, se han incrementado en lo que definimos como un ""Mazazo Tarifario"" de un mes al otro sin más explicación de su parte que ""había que sincerarlas"". Primero promedió en el 1500%, luego llegaron a un tope del 400% y 500%, pero aun así los vecinos no pueden pagarlo y la Justicia ha hecho lugar a varios reclamos.",¿Los salarios aumentaron ese porcentaje? ¿Los insumos de producción de Gas y electricidad lo hicieron?,Ministerio de Energía y Minería,Tarifas  ,AUMENTOS TARIFAS SERVICIOS PÚBLICOS 
ANEXO 94,30/05/2016,01/06/2016,425,8/1/2016 13:53:17,"García Larraburu, Silvina (RNG - PJ-FpV)","En relación a la obra del Gasoducto Cordillerano, solicito al Poder ""Ejecutivo, se sirva informar","¿Cuál es el estado de situación, avance, ejecución y detalles de la obra?",Ministerio de Energía y Minería,YPF  /Política de hidrocarburos  /Gas,GASODUCTO CORDILLERANO
ANEXO 94,30/05/2016,01/06/2016,426,8/1/2016 13:53:47,"García Larraburu, Silvina (RNG - PJ-FpV)","Las tarifas de Gas y Electricidad en todo el país, y en particular en la Patagonia, se han incrementado en lo que definimos como un ""Mazazo Tarifario"" de un mes al otro sin más explicación de su parte que ""había que sincerarlas"". Primero promedió en el 1500%, luego llegaron a un tope del 400% y 500%, pero aun así los vecinos no pueden pagarlo y la Justicia ha hecho lugar a varios reclamos.","¿Por qué no se convocó, como la Ley lo estipula, a una Audiencia Pública?",Ministerio de Energía y Minería,Tarifas  ,AUMENTOS TARIFAS SERVICIOS PÚBLICOS 
ANEXO 94,30/05/2016,01/06/2016,427,8/1/2016 13:54:20,"García Larraburu, Silvina (RNG - PJ-FpV)","En relación a la obra del Gasoducto Cordillerano, solicito al Poder ""Ejecutivo, se sirva informar",¿Cuál es el plazo estimado para la conclusión de los trabajos pendientes?,Ministerio de Energía y Minería,YPF  /Política de hidrocarburos  /Gas,GASODUCTO CORDILLERANO
ANEXO 94,30/05/2016,01/06/2016,428,8/1/2016 13:55:18,"García Larraburu, Silvina (RNG - PJ-FpV)","En relación a la obra del Gasoducto Cordillerano, solicito al Poder ""Ejecutivo, se sirva informar","¿Cómo se garantizará la adecuada provisión de GAS a la población de la región, en lo que queda del periodo invernal?",Ministerio de Energía y Minería,YPF  /Política de hidrocarburos  /Gas,GASODUCTO CORDILLERANO
ANEXO 94,30/05/2016,01/06/2016,429,8/1/2016 13:48:54,"García Larraburu, Silvina (RNG - PJ-FpV)","Según el Centro de estudios de economía y política argentina (Cepa) hubo 167 mil despidos; en 2015 había un 24,4 % de pobres (9,5 millones) y en 2016 se elevó al 34%. En este mismo sentido va el Instituto Gino Germani que señala que en 2015 había 22% de pobreza y en 2016 34,5. Agustín Salvia de la UCA declaró que hay 5 millones de nuevos pobres. ",¿Qué información oficial tiene el Gobierno Nacional de la pobreza?,Ministerio de Hacienda y Finanzas Públicas,Pobreza / Indigencia,ESTADÍSTICAS DE POBREZA
ANEXO 94,30/05/2016,01/06/2016,430,8/1/2016 13:33:49,"García Larraburu, Silvina (RNG - PJ-FpV)",En relación al Plan Rector y proyección de ampliación de Planta de Tratamiento de Efluentes Cloacales para la localidad de Bariloche,"¿Cuáles han sido los avances, y qué plazos de implementación se han establecido, luego  de las gestiones realizadas ante Nación?","Ministerio de Interior, Obras Públicas y Vivienda", Infraestructura Sanitaria.,PLANTA TRATAMIENTO DE EFLUENTES CLOACALES BARILOCHE
ANEXO 94,30/05/2016,01/06/2016,431,8/1/2016 13:37:40,"García Larraburu, Silvina (RNG - PJ-FpV)",,"En relación al avance de obras en la localidad de Cervantes y Coronel Belisle; solicito al Poder Ejecutivo se sirva informar: ¿Cuáles  son los planes de vivienda de un promedio de 200 en ejecución, que restan concluir con sus servicios incluidos, cuándo ingresará el flujo de dinero requerido para dar término a las etapas pendientes conforme los plazos establecidos?","Ministerio de Interior, Obras Públicas y Vivienda", Política habitacional.,VIVIENDAS EN RIO NEGRO
ANEXO 94,30/05/2016,01/06/2016,432,8/1/2016 13:42:05,"García Larraburu, Silvina (RNG - PJ-FpV)",,"En relación al Municipio de General Conesa; solicito al Poder Ejecutivo, se sirva informar: ¿ Por qué Nación no está mandando los recursos comprometidos en los acuerdos firmados con la Secretaría de la Vivienda para culminar las viviendas más las obras complementarias que hacen a los nexos de conexión a los servicios básicos (cloacas, gas, agua, luz, cordón cuneta, etcétera)?","Ministerio de Interior, Obras Públicas y Vivienda", Política habitacional.,VIVIENDAS EN RIO NEGRO
ANEXO 94,30/05/2016,01/06/2016,433,8/1/2016 13:42:57,"García Larraburu, Silvina (RNG - PJ-FpV)",,"En relación al Municipio de Sierra Colorada, solicito al Poder Ejecutivo, se sirva informar: ¿Cuándo se retomarán y concluirán las obras cloacales que fueron gestionadas ante  el Gobierno Nacional?","Ministerio de Interior, Obras Públicas y Vivienda", Infraestructura Sanitaria.,VIVIENDAS EN RIO NEGRO
ANEXO 94,30/05/2016,01/06/2016,434,8/1/2016 13:43:49,"García Larraburu, Silvina (RNG - PJ-FpV)",,"En relación al Municipio de Luis Beltrán, solicito al Poder Ejecutivo, se sirva informar: ¿Cuál es el estado de avance en las gestiones realizadas a través del Ministerio del Interior , relativas a obras de cunetas e iluminación?","Ministerio de Interior, Obras Públicas y Vivienda",Obras Viales,OBRAS VIALES EN RIO NEGRO
ANEXO 94,30/05/2016,01/06/2016,435,8/1/2016 13:46:01,"García Larraburu, Silvina (RNG - PJ-FpV)",,¿Cuál es el estado del Programa Techo Digno en los distintos municipios de la provincia de Río Negro?,"Ministerio de Interior, Obras Públicas y Vivienda", Política habitacional.,TECHO DIGNO EN RIO NEGRO
ANEXO 94,30/05/2016,01/06/2016,436,8/1/2016 13:50:18,"García Larraburu, Silvina (RNG - PJ-FpV)",,¿ Cuáles son las medidas que está tomando el actual gobierno para agilizar y solucionar las demoras migratorias en el Paso Internacional Cardenal Samoré?,"Ministerio de Interior, Obras Públicas y Vivienda", Otros,MIGRACIONES EN PASO CARDENAL SAMORÉ
ANEXO 94,30/05/2016,01/06/2016,437,8/1/2016 13:30:00,"García Larraburu, Silvina (RNG - PJ-FpV)",En relación a la Ley de Salud Mental 26.657; solicito al Poder Ejecutivo se sirva informar: ,"¿Cuál es el avance en la desmanicomialización, cantidad de instituciones públicas monovalentes, neuropsiquiátricos y manicomios, adaptados a la norma?",Ministerio de Salud,Salud mental,INSTITUCIONES DE SALUD MENTAL
ANEXO 94,30/05/2016,01/06/2016,438,8/1/2016 13:32:08,"García Larraburu, Silvina (RNG - PJ-FpV)",En relación a la Ley de Salud Mental 26.657; solicito al Poder Ejecutivo se sirva informar: ,¿Cuál es el detalle de hospitales generales en la órbita nacional que ofrecen internaciones de salud mental acordes a la ley?,Ministerio de Salud,Salud mental,HOSPITALES CON INTERNACION SALUD MENTAL
ANEXO 94,30/05/2016,01/06/2016,439,8/1/2016 13:33:23,"García Larraburu, Silvina (RNG - PJ-FpV)",En relación a la Ley de Salud Mental 26.657; solicito al Poder Ejecutivo se sirva informar: ,¿Cuáles son las actividades de difusión de la ley de salud mental desarrolladas en ámbitos judiciales durante el último año?,Ministerio de Salud,Salud mental,DIFUSION EN SISTEMA JUDICIAL SALUD MENTAL
ANEXO 94,30/05/2016,01/06/2016,440,8/1/2016 13:34:51,"García Larraburu, Silvina (RNG - PJ-FpV)",En relación a la Ley de Salud Mental 26.657; solicito al Poder Ejecutivo se sirva informar: ,¿Cuál es el grado de cumplimiento del presupuesto de salud que se debe destinarse a salud mental (10 % del total)?,Ministerio de Salud,Salud mental,EJECUCIÓN PRESUPUESTO SALUD MENTAL
ANEXO 94,30/05/2016,01/06/2016,441,8/1/2016 13:36:36,"García Larraburu, Silvina (RNG - PJ-FpV)","En relación al programa REMEDIAR, solicito al Poder Ejecutivo se sirva informar: ","Se ha dado cumplimiento a la distribución de medicamentos correspondiente, solicitada por los centros de atención primaria de salud?",Ministerio de Salud,Programas/ servicios de salud,DISTRIBUCIÓN REMEDIOS EN REMEDIAR
ANEXO 94,30/05/2016,01/06/2016,442,8/1/2016 13:38:14,"García Larraburu, Silvina (RNG - PJ-FpV)","En relación al programa REMEDIAR, solicito al Poder Ejecutivo se sirva informar: ",¿Cuántas personas han sido cubiertas por el programa en lo que va del año?,Ministerio de Salud,Programas/ servicios de salud,PACIENTES CUBIERTOS POR REMEDIAR
ANEXO 94,30/05/2016,01/06/2016,443,8/1/2016 13:39:28,"García Larraburu, Silvina (RNG - PJ-FpV)","En relación al programa REMEDIAR, solicito al Poder Ejecutivo se sirva informar: ","¿Por qué motivo se ha dispuesto abrir la licitación para provisión de remedios, a instancias internacionales?",Ministerio de Salud,Programas/ servicios de salud,LICITACIÓN INTERNACIONAL EN REMEDIAR
ANEXO 94,30/05/2016,01/06/2016,444,8/1/2016 13:40:50,"García Larraburu, Silvina (RNG - PJ-FpV)","En relación al programa REMEDIAR, solicito al Poder Ejecutivo se sirva informar: ",¿Se garantizará la priorización de oferentes locales? ¿En qué condiciones?,Ministerio de Salud,Programas/ servicios de salud,OFERENTES LOCALES LICITACIÓN EN REMEDIAR
ANEXO 94,30/05/2016,01/06/2016,445,8/1/2016 13:41:57,"García Larraburu, Silvina (RNG - PJ-FpV)","En relación al programa REMEDIAR, solicito al Poder Ejecutivo se sirva informar: ","¿Cómo se estipula fortalecer la soberanía en salud, y el fortalecimiento del sector farmacéutico argentino ante esta medida?",Ministerio de Salud,Programas/ servicios de salud,LICITACIÓN EN REMEDIAR
ANEXO 94,30/05/2016,01/06/2016,446,8/1/2016 13:43:17,"García Larraburu, Silvina (RNG - PJ-FpV)","En relación al programa REMEDIAR, solicito al Poder Ejecutivo se sirva informar: ","¿Se han producido demoras en las entregas de remedios durante este año? En caso positivo, ¿Cuáles ha sido los motivos y cuál ha sido el plazo de regularizacíón y/o normalización de las entregas correspondientes?",Ministerio de Salud,Programas/ servicios de salud,PLAZOS DE ENTREGA REMEDIOS EN REMEDIAR
ANEXO 94,30/05/2016,01/06/2016,447,8/1/2016 14:04:02,"García Larraburu, Silvina (RNG - PJ-FpV)","En relación a los Medicamentos, solicito al Poder Ejecutivo, se sirva informar: ","¿Qué medidas ha tomado el gobierno para contrarrestar los aumentos extraordinarios de los medicamentos en los últimos 6 meses - entre el 30 y el 50 %, muy por encima de la inflación - y cuál será la política general en materia de acceso a los medicamentos, para lograr una oferta amplia y a precios razonables?",Ministerio de Salud,Medicamentos / ANMAT,FRENO AUMENTOS EN MEDICAMENTOS
ANEXO 94,30/05/2016,01/06/2016,448,8/1/2016 14:05:03,"García Larraburu, Silvina (RNG - PJ-FpV)","En relación a los Medicamentos, solicito al Poder Ejecutivo, se sirva informar: ","¿Cuáles son las razones por las que el viceministro de Salud de la Nación anunció que se llamará a una licitación pública internacional que permitirá la importación de medicamentos y así ""promover una competencia real para que los laboratorios locales bajen fuertemente los precios"" en lugar de promover la utilización de medicamentos por su nombre genérico, en cumplimiento de la ley 25.649?",Ministerio de Salud,Medicamentos / ANMAT,LICITACIÓN INTERNACIONAL DE MEDICAMENTOS
ANEXO 94,30/05/2016,01/06/2016,449,8/1/2016 14:06:17,"García Larraburu, Silvina (RNG - PJ-FpV)","En relación a los Medicamentos, solicito al Poder Ejecutivo, se sirva informar: ","Si se concreta la importación de medicamentos, ¿de qué modo el gobierno ha evaluado el impacto negativo de esta política en la industria farmacéutica local, y qué medidas se tomarán para controlar la calidad de los medicamentos que se importen?",Ministerio de Salud,Medicamentos / ANMAT,IMPACTO DE IMPORTACIÓN DE MEDICAMENTOS
ANEXO 94,30/05/2016,01/06/2016,450,8/1/2016 14:10:57,"García Larraburu, Silvina (RNG - PJ-FpV)","En relación a la pandemia gripal existente en el país, solicito al Poder Ejecutivo se sirva informar: ","¿Cuáles han sido las acciones de prevención y contingencia desarrolladas en función de los casos de muerte ocurridos en lo que va del período 2016, a causa de la Gripe AH1N1?",Ministerio de Salud,Programas/ servicios de salud,PREVENCIÓN EPIDEMIA GRIPE A
ANEXO 94,30/05/2016,01/06/2016,451,8/1/2016 14:12:09,"García Larraburu, Silvina (RNG - PJ-FpV)","En relación a la pandemia gripal existente en el país, solicito al Poder Ejecutivo se sirva informar: ",¿Qué cantidad de infectados y cuáles han sido las áreas geográficas del país donde se  han registrado en mayor cantidad de muertes se han registrado a causa del virus influenza?,Ministerio de Salud,Programas/ servicios de salud,DECESOS POR CASOS DE INFLUENZA
ANEXO 94,30/05/2016,01/06/2016,452,8/1/2016 14:14:59,"García Larraburu, Silvina (RNG - PJ-FpV)","En relación a la pandemia gripal existente en el país, solicito al Poder Ejecutivo se sirva informar: ","¿Cuáles han sido las acciones desplegadas y qué medidas de prevención se han difundido a fin de prevenir el contagio de la población y en particular respecto de los denominados ""grupos de riesgo""?",Ministerio de Salud,Programas/ servicios de salud,PREVENCIÓN GRIPE EN GRUPO DE RIESGO
ANEXO 94,30/05/2016,01/06/2016,453,8/1/2016 14:16:04,"García Larraburu, Silvina (RNG - PJ-FpV)","En relación a la pandemia gripal existente en el país, solicito al Poder Ejecutivo se sirva informar: ",¿Cuál ha sido la labor y tarea desde el Ministerio para facilitar el acceso a la vacuna y conocimiento de la sintomatología?,Ministerio de Salud,Programas/ servicios de salud,ACCESIBILIDAD A VACUNAS GRIPE
