INFORME,FECHA CIERRE,FECHA SESIÓN,N°,Autor de la Pregunta,Justificación o contexto,Pregunta,Órgano requerido,Area de gestión,Tema
95,22/08/2016,24/08/2016,138,Bloque PTS- Frente de Izquierda,"“Belén”, la joven tucumana presa hace más de dos años en el Penal para mujeres de Tucumán por haber recurrido a un hospital mientras atravesaba un aborto espontáneo, terminó condenada a 8 años de prisión acusada sin ninguna prueba de “homicidio doblemente agravado por el vínculo y la alevosía”. En estos meses, esta  causa ha logrado una gran trascendencia nacional e internacional, con masivas muestra de apoyo de organizaciones de mujeres, políticas, sociales y de derechos humanos que han tomado en sus manos la campaña por su libertad, entre las que se encuentra el pronunciamiento de la legislatura de la Ciudad Autónoma de Buenos Aires que impulsó el legislador Patricio Del Corro. Días atrás se conoció también el dictamen de Edmundo Jiménez, Ministro Fiscal de Tucumán, en el que se expresa que el fallo es “arbitrario y por ende, nulo”, mientras que el gobernador Juan Manzur -ex Ministro del Salud bajo la gestión de Cristina Fernández de Kirchner- respaldó de hecho la condena que pesa contra Belén, llamando a ser respetuosos de la decisión judicial y negándose sistemáticamente a recibir a los organismos de derechos humanos y personalidades políticas y sociales.","Frente a esta situación, le preguntamos: ¿qué opinión tiene usted y el gobierno nacional acerca de la violación a las leyes y tratados con jerarquía constitucional que implica este fallo de la justicia tucumana contra la joven “Belén”?   ",Ministerio de Justicia y Derechos Humanos,Derechos Humanos  ,ABORTO NO PUNIBLE
95,22/08/2016,24/08/2016,139,Bloque PTS- Frente de Izquierda,"El 25 de julio se anunció en el Boletín Oficial que el gobierno de Mauricio Macri utilizará la base de datos personales de ANSES para sus políticas de “comunicación públicas”. Días después se conoció que el mismo destino tendrían bases del PAMI. Esta medida generó un amplio repudio por parte de diversas organizaciones políticas y sociales que consideran estas medidas como un avance contra las libertades democráticas. Tal como denunciaron también dichas organizaciones, emulando las estrategias comunicacionales empleadas por grandes empresas, el gobierno nacional podría darle a esta enorme base de datos una utilización electoral y destinarla para la realización de campañas políticas y de propaganda oficial, entre otros fines posibles.",¿Por qué a sabiendas de esta violación a los derechos y libertades democráticas el gobierno nacional no retrotrajo esta decisión? ,Jefatura de Gabinete,Jefatura de Gabinete,USO BASE DE DATOS DE ANSES
95,22/08/2016,24/08/2016,140,Bloque PTS- Frente de Izquierda,"Días atrás hemos presentado un proyecto de ley las sobre “pensiones vitalicias de privilegio para todos los expresidentes y vice, los Ministros de la Corte y los Obispos de la Iglesia Católica”, en el que se propone la derogación de las leyes 22.731, 21.540 y 24.018, las dos primeras de ellas sancionadas por los dictadores Videla y Bignone. De aprobarse nuestro proyecto, todos los beneficiarios de las jubilaciones de privilegio pasarían al régimen del Sistema Integrado de Jubilaciones y Pensiones, como cualquier otro trabajador. ","Le solicitamos nos dé un informe pormenorizado de cuántos y quiénes son los beneficiarios contemplados en las citadas leyes. Junto a la nómina con nombres y apellidos, se explicite sus cargos y funciones.",ANSES,Política previsional/jubilatoria,JUBILACIONES/PENSIONES DE PRIVILEGIO
95,22/08/2016,24/08/2016,141,Bloque PTS- Frente de Izquierda,"Es un hecho científicamente demostrado que el Cannabis medicinal cumple un rol fundamental en el tratamiento de pacientes que sufren diversas enfermedades, dolor crónico y especialmente de la epilepsia refractaria. Los familiares de estos pacientes, en su mayoría niños, vienen exigiendo hace años que su utilización sea aprobada en el Congreso Nacional. ",¿Qué opina el gobierno nacional sobre el hecho de que aún no se resuelva este pedido elemental?,Ministerio de Salud,Medicamentos/ANMAT,CANNABIS MEDICINAL
95,22/08/2016,24/08/2016,142,Bloque PTS- Frente de Izquierda,Para justificar las políticas de ajuste sobre el pueblo trabajador el propio Presidente de la Nación y demás funcionarios del PEN se refieren a la “pesada herencia recibida”. ,Por qué el PEN ha realizado los denominados “tarifazos” a los servicios públicos sin una pormenorizada auditoría y apertura de los libros de contabilidad de las empresas prestatarias de los servicios públicos que recibieron al menos 500.000 millones de pesos en concepto de subsidios en la última década sin realizar las correspondientes inversiones para garantizar y extender los servicios? Por qué el gobierno avala este desfalco e intenta que la “factura” sea pagada por las mayorías obreras y populares?,Jefatura de Gabinete,Jefatura de Gabinete,TARIFAS SERVICIOS PÚBLICOS
95,22/08/2016,24/08/2016,143,Bloque PTS- Frente de Izquierda,"Hace tres meses el Presidente Mauricio Macri firmó un acta con las cámaras empresariales en el que se comprometían a no achicar la planta de trabajadores. Sin embargo, las cifras oficiales hablan de que hubo decenas de miles de despidos en la actividad privada en este período.",¿Cómo explican esta situación?,"Ministerio de Trabajo, Empleo y Seguridad Social",Política de Empleo y Desempleo  ,ACUERDO GOBIERNO SECTOR PRIVADO DESPIDOS
95,22/08/2016,24/08/2016,144,Bloque PTS- Frente de Izquierda,"El artículo 101 de la Constitución Nacional determina que “El jefe de gabinete de ministros debe concurrir al Congreso al menos una vez por mes, alternativamente a cada una de sus Cámaras, para informar de la marcha del gobierno, sin perjuicio de lo dispuesto en el Artículo 71. Puede ser interpelado a los efectos del tratamiento de una moción de censura, por el voto de la mayoría absoluta de la totalidad de los miembros de cualquiera de las Cámaras, y ser removido por el voto de la mayoría absoluta de los miembros de cada una de las Cámaras”. No obstante el claro mandato constitucional y habiendo pasado cinco (5) meses desde el inicio de las sesiones ordinarias del H. Congreso de la Nación, el Licenciado Marcos Peña concurrió solo dos (2) veces, el 27 de abril (Diputados) y el 1 junio (Senadores). ","Explique el porqué de la violación de este mandato constitucional, impidiendo que los legisladores pudieran interpelarlo en el marco del histórico ajuste al nivel de vida de las mayorías nacionales.",Jefatura de Gabinete,Jefatura de Gabinete,INFORMES DEL JEFE DE GABINETE EN EL CONGRESO
95,22/08/2016,24/08/2016,145,Interbloque Federal Unidos por una Nueva Argentina,,Porque la reforma política se presenta en partes y no de manera integral.,"Ministerio de Interior, Obras Públicas y Vivienda",Política electoral,REFORMA ELECTORAL
95,22/08/2016,24/08/2016,146,Interbloque Federal Unidos por una Nueva Argentina,,Cuál es el déficit fiscal previsto para el año en curso.,Ministerio de Hacienda y Finanzas Públicas,Política Económica,DEFICIT FISCAL
95,22/08/2016,24/08/2016,147,Interbloque Federal Unidos por una Nueva Argentina,,Cantidad real de empleos perdidos en el sector privado en los siete primeros meses del año.,"Ministerio de Trabajo, Empleo y Seguridad Social",Estadísticas,DESEMPLEO SECTOR PRIVADO
95,22/08/2016,24/08/2016,148,Interbloque Federal Unidos por una Nueva Argentina,,"El gobierno prioriza la pertenencia de Argentina al Mercosur, o avanza hacia una integración con el Bloque del Pacifico.",Jefatura de Gabinete,Mercosur,ALIANZA DEL PACIFICO VS MERCOSUR
95,22/08/2016,24/08/2016,149,Interbloque Federal Unidos por una Nueva Argentina,,"Frente a la perdida de la capacidad adquisitiva del salario, ante el proceso inflacionario, el gobierno tiene previsto reabrir las paritarias?","Ministerio de Trabajo, Empleo y Seguridad Social",Política de Empleo y Desempleo  ,APERTURA DE PARITARIAS
95,22/08/2016,24/08/2016,150,Interbloque Federal Unidos por una Nueva Argentina,,Que solución prevén a la crisis energética agravada por decisiones erróneas del presente gobierno.,Ministerio de Energía y Minería,Tarifas  ,CRISIS ENERGÉTICA
95,22/08/2016,24/08/2016,151,Interbloque Federal Unidos por una Nueva Argentina,"El informe de la Auditoria General de la Nación aprobado por Resolución 129/2016 ha detectado que desde el Estado Nacional se ha transferido al Ente Intermunicipal de Desarrollo Regional (ENINDER) de la Provincia de Córdoba $ 185.500.000 sin que estuvieran aprobados los correspondientes mecanismos de rendición de cuentas.  El organismo de control señala que “la gestión de los fondos públicos transferidos estuviesen a cargo de un Ente cuyo desempeño no está alcanzado por el control de ningún Organismo Nacional, Provincial o Municipal, sin haber establecido pautas específicas de control, ni cuál sería el órgano que las llevaría a cabo”. ",¿Cuáles son las medidas que se han adoptado para evitar situaciones como la señalada?,Ministerio de Hacienda y Finanzas Públicas,Deuda Pública/emisión de deuda,CONTROL DE TRANSMISIÓN DE FONDOS PÚBLICOS
95,22/08/2016,24/08/2016,152,Interbloque Federal Unidos por una Nueva Argentina,"Mediante informe aprobado por Resolución  42/2016, la A.G.N. señala que las obras financiadas a través del Fondo de Convergencia Estructural (FOCEM) presenta falencias en los procesos licitatorios diferencias entre los proyectos licitados y efectivamente puestos en obra y demoras en los procesos de ejecución. ",¿Cuáles son las acciones adoptadas para minimizar estas situaciones?,Ministerio de Modernización,Acuerdos Internacionales,TRANSPARENCIA PROCESOS LICITATORIOS
95,22/08/2016,24/08/2016,153,Interbloque Federal Unidos por una Nueva Argentina,"Mediante informe aprobado por Resolución  42/2016, la A.G.N. señala que las obras financiadas a través del Fondo de Convergencia Estructural (FOCEM) presenta falencias en los procesos licitatorios diferencias entre los proyectos licitados y efectivamente puestos en obra y demoras en los procesos de ejecución. ",¿Se prevén acciones conjuntas con el resto de los países participantes?,Ministerio de Relaciones Exteriores y Culto,Acuerdos internacionales  ,TRANSPARENCIA PROCESOS LICITATORIOS
95,22/08/2016,24/08/2016,154,Interbloque Federal Unidos por una Nueva Argentina,"La A.G.N. efectuó una auditoría en la ex Secretaría de Comunicaciones (Resolución 84/2016) El organismo de control señala que las multas que aplicaba la entonces Secretaría se medían en Pulsos Telefónicos con “valores irrisorios”, vigentes desde 1997 ($ 0,0469). Así, por ejemplo, en 2014 se le aplicaron dos multas a un usuario, cada una equivalente a 10.000 PT, porque luego de una inspección se verificó que la emisión de la estación estaba en una frecuencia no autorizada y que el sistema irradiante superaba el máximo autorizado. El monto total de la sanción fue de $928 y “como se trataba de una multa menor a $1.700 se registró como incobrable”. Por un transceptor que funcionaba sin autorización “se estableció una penalidad de 4.000 PT que equivalen a $224”.",¿Se efectuó la actualización de dicho valor?,Ministerio de Comunicaciones,Telefonía fija/móvil,TARIFAS SERVICIOS PÚBLICOS
95,22/08/2016,24/08/2016,155,Interbloque Federal Unidos por una Nueva Argentina,"“La ocurrencia de un mayor número de siniestros viales y, por ende, de población con lesiones graves de tránsito hace que la gestión del plan pierda eficacia”, afirma la A.G.N en el informe (Resolución 82/2016) que evaluó el Proyecto de Seguridad Vial, llevado adelante por la Agencia Nacional de Seguridad Vial (ANSV) y financiado por el Banco Internacional de Reconstrucción y Fomento (BIRF) cuya misión era, justamente, “reducir la tasa de siniestralidad en el territorio argentino”. La A.G.N. señala “escasos avances logrados” en este Proyecto. ",¿Cuál es su situación actual?,Ministerio de Transporte,Transporte terrestre  ,SINIESTROS VIALES
95,22/08/2016,24/08/2016,156,Interbloque Federal Unidos por una Nueva Argentina,"La A.G.N. efectuó una auditoría en el Instituto Nacional de Asociativismo y Economía Social (INAES) (Resolución 6/2016). El organismo de control señala, entre otras cuestiones que la modalidad de inscribir de un modo abreviado a cooperativas que participen en planes sociales y que solo reciben el aporte estatal contradice el espíritu de la normativa que rige el cooperativismo. Además señala falencias en la evaluación y seguimiento del uso que dichas cooperativas a los subsidios recibidos. ","¿Cuál es la situación actual, existe alguna política diseñada para dar cuenta de estas organizaciones que sobreviven solamente con el aporte público?",Ministerio de Desarrollo Social,Economía Social,INSRCIPCIÓN Y CONTROL COOPERATIVAS DE TRABAJO
95,22/08/2016,24/08/2016,157,Interbloque Federal Unidos por una Nueva Argentina,Está próximo a aprobarse el nuevo Plan Integral de Saneamiento (PISA) para la Cuenca Matanza Riachuelo.,"¿Cuáles han sido hasta la fecha los recursos totales invertidos por línea de acción por el Estado Nacional, la Provincia de Buenos Aires y la Ciudad Autónoma de Buenos Aires; existe esa información consolidada, cuáles han sido los resultados logrados por línea de acción?",Ministerio de Ambiente y Desarrollo Sustentable,Impacto ambiental y contaminación,INVERSIÓN EN EL ACUMAR
95,22/08/2016,24/08/2016,158,Interbloque Federal Unidos por una Nueva Argentina,"La A.G.N. efectuó el informe aprobado por Resolución 177/2015 sobre la Administración General de Puertos. Al respecto, el organismo de control señala que hay terminales portuarias que tienes deudas con el Estado Nacional con antigüedades que varían entre 7 y 14 años. Frente a tal situación, la A.G.N. señaló que  “Con frecuencia, la instrumentación de cada reclamo requiere de la intervención de varias áreas (Comercial, Asesoría Jurídica, Administración) por la complejidad del tratamiento de la materia, por lo que los tiempos de ejecución y exigibilidad (de montos adeudados) exceden largamente los que son de usos y costumbres en la práctica comercial de otras empresas. Por este motivo, es política de esta Sociedad no previsionar los créditos comerciales descriptos” en el informe. No obstante, la AGN retrucó que “sin perjuicio de la complejidad del tratamiento de los créditos con las Terminales Portuarias, la existencia de facturas pendientes de cobro cuyas fechas de emisión datan de entre 7 y 14 años, ameritan la inmediata resolución de la cuestión que despeje la indefinición respecto de la procedencia de los (montos) involucrados y de corresponder impulsar las acciones administrativas y/o judiciales para su cobro”. ",¿Se ha regularizado tal situación?,Ministerio de Transporte,Puertos,DEUDAS DE TERMINALES PORTUARIAS CON EL ESTADO 
95,22/08/2016,24/08/2016,159,Interbloque Federal Unidos por una Nueva Argentina,"La A. G. N. evaluó el Programa Techo Digno. Mediante la Resolución 131/2014 se aprobó el informe en el que el organismo de control señala que en el período 2006-2011 se transfirieron a provincias y municipios $ 12.900 millones sin los mecanismos de control acordes a la significatividad de las sumas invertidas. Por otra parte, los auditores detectados debilidades técnicas en los organismos provinciales y municipales que actuaron como unidades ejecutoras: deficiencias en las nóminas de beneficiarios, terrenos no aptos para la construcción de viviendas, viviendas sin conexión a servicios, etc.",¿Cuál es el estado de situación actual de dicho programa; cuál es el nivel de regularización de las observaciones efectuadas por la Auditoría?,"Ministerio de Interior, Obras Públicas y Vivienda",Política habitacional,PROGRAMA TECHO DIGNO
95,22/08/2016,24/08/2016,160,Interbloque Federal Unidos por una Nueva Argentina,"-Mediante Resolución 76/2012, la A.G.N., auditó el régimen de grandes operadores aduaneros, también conocido como de “aduanas factoría”. El informe, analizó el año 2009, dice que durante el periodo analizado la Dirección de Aduanas controló únicamente el 1 por mil de las importaciones de este tipo de contribuyente. En tanto, el área auditada solo alegó que contaba con “recursos humanos limitados”. No solo se controla poco, sino que además la Auditoría detectó que “estas fiscalizaciones no se hicieron en forma conjunta con la Dirección General Impositiva (DGI)”. Además, “el Departamento de Grandes Operadores no implementó un tablero de comando para llevar a cabo controles centralizados”, situación que la Auditoria ya había observado esta situación en un informe aprobado en el año 2005. Tampoco se tuvo evidencia de que el área efectuara tareas de control de los inventarios físicos en las aduanas factorías y domiciliarias. ",¿Cuál es la situación actual; sigue vigente dicho régimen y cuáles son los controles que se efectúan?,Ministerio de Hacienda y Finanzas Públicas,AFIP/Tributos,CONTROLES ADUANEROS
95,22/08/2016,24/08/2016,161,Interbloque Federal Unidos por una Nueva Argentina,"- La A.G.N. efectuó una auditoría en la entonces Subsecretaría de Pesca y Acuicultura (Resolución 32/2015). En dicho informe, se señala, especies en peligro o en estado de vulnerabilidad, pescas que exceden los topes permitidos y controles que no se hacen, ese es el cuadro de situación de la explotación de especies costeras, según el último informe. Una de las observaciones más relevantes que realizó la Auditoría es que “en el ámbito de la actividad pesquera convive un marco legal que no coordina las acciones”. Es que tanto la Secretaría de Ambiente y Desarrollo Sustentable como la Subsecretaría de Pesca y Acuicultura “tienen planes nacionales de acción pero no han articulado lineamientos estratégicos de manera conjunta que integran los objetivos de la Ley Federal de Pesca”. El equipo de auditores destaca que conviven varios instrumentos jurídicos y autoridades jurisdiccionales vigentes en el ámbito geográfico donde se explota el Variado Costero. ¨La SSPyA no ha acordado medidas de Ordenamiento Pesquero Binacional e Interjurisdiccional.¨ Esto se relaciona con el Tratado del Rio de la Plata y su Frente Marítimo (Ley N° 20.645) que regula las relaciones entre la Argentina y Uruguay en orden al uso y aprovechamiento del recurso. Ambos países tienen derecho exclusivo de pesca en la zona costera y fuera de ella, se reconocen mutuamente la libertad de pesca en el Rio para los buques de sus banderas. Queda pendiente para definir el cupo de pesca, los mecanismos de información tanto con Uruguay como con la Provincia de Buenos Aires, y un sistema de control para monitorear especies migratorias.","¿Cuál es la política para el sector, se hacen los controles correspondientes? ",Ministerio de Agroindustria,Pesca  ,CONTROL DE LA EXPLOTACIÓN PESQUERA
95,22/08/2016,24/08/2016,162,Interbloque Federal Unidos por una Nueva Argentina,"Conforme el proyecto de Reforma electoral enviado por el Poder Ejecutivo mediante Mensaje 70 de fecha 28/06/2016, la Cámara electoral debe homologar el sistema. ",¿Qué plan de contingencia está previsto ante la posibilidad de que la Cámara encuentre que el sistema contratado NO cumple con los requisitos para su aprobación?,"Ministerio de Interior, Obras Públicas y Vivienda",Política electoral,REFORMA ELECTORAL VOTO
95,22/08/2016,24/08/2016,163,Interbloque Federal Unidos por una Nueva Argentina,"Conforme el proyecto de Reforma electoral enviado por el Poder Ejecutivo mediante Mensaje 70 de fecha 28/06/2016, la Cámara electoral debe homologar el sistema. ","¿Cómo y cuándo se estima que se va a contar con el sistema, hardware y software, necesario para la votación con sistema electrónico? ","Ministerio de Interior, Obras Públicas y Vivienda",Política electoral,REFORMA ELECTORAL VOTO
95,22/08/2016,24/08/2016,164,Interbloque Federal Unidos por una Nueva Argentina,"Conforme el proyecto de Reforma electoral enviado por el Poder Ejecutivo mediante Mensaje 70 de fecha 28/06/2016, la Cámara electoral debe homologar el sistema. ","¿Cuál es el plazo necesario para que, una vez sancionada la ley se lleve adelante la licitación para establecer quién realizará el sistema necesario, la licitación va a ser internacional?","Ministerio de Interior, Obras Públicas y Vivienda",Política electoral,REFORMA ELECTORAL VOTO
95,22/08/2016,24/08/2016,165,Interbloque Federal Unidos por una Nueva Argentina,"Según trascendidos, con el Programa de Reparación Histórica (PRH) 1 millón de beneficiarios podría abandonar el tramo mínimo del haber previsional","¿Se mantienen las proyecciones brindadas por el Director Ejecutivo durante el debate, que afirmó que estaban en condiciones de acceder al PRH 2,4 millones de jubilados con un haber promedio sustancialmente superior al mínimo (en torno de $ 9.500)? Si cambio, ¿Cuál es la proyección actual de: i) Jubilados con juicio iniciado, casos, haber promedio y reajuste promedio; ii) Jubilados sin juicio iniciado, casos, haber promedio y reajuste promedio. ",ANSES,Ley de reparación histórica,ALCANCE LEY DE REPARACIÓN HISTÓRICA JUBILADOS
95,22/08/2016,24/08/2016,166,Interbloque Federal Unidos por una Nueva Argentina,Algunos especialistas técnicos demostraron en las audiencias realizadas la facilidad con la que se puede crear una aplicación para manipular las boletas electrónicas. ,¿Qué medidas prevén tomar para evitarlo?,"Ministerio de Interior, Obras Públicas y Vivienda",Política electoral,REFORMA ELECTORAL VOTO
95,22/08/2016,24/08/2016,167,Interbloque Federal Unidos por una Nueva Argentina,"Según trascendidos, con el Programa de Reparación Histórica (PRH) 1 millón de beneficiarios podría abandonar el tramo mínimo del haber previsional.",¿Podría detallar el número actual de beneficios y beneficiarios del haber mínimo? ¿Cuántos jubilados/pensionados hoy cobran sólo el haber mínimo? ,ANSES,Ley de reparación histórica,ALCANCE LEY DE REPARACIÓN HISTÓRICA JUBILADOS
95,22/08/2016,24/08/2016,168,Interbloque Federal Unidos por una Nueva Argentina,"Según trascendidos, con el Programa de Reparación Histórica (PRH) 1 millón de beneficiarios podría abandonar el tramo mínimo del haber previsional. ","¿Cuántos casos hasta ahora aceptaron el PRH, cual ha sido el retroactivo reconocido y reajuste de haber promedio?",ANSES,Ley de reparación histórica,ALCANCE LEY DE REPARACIÓN HISTÓRICA JUBILADOS
95,22/08/2016,24/08/2016,169,Interbloque Federal Unidos por una Nueva Argentina,El pasado 9 de Mayo de este año el Poder Ejecutivo suscribió con empresarios un “acuerdo” para no reducir planteles por el plazo de 90 días. ,¿Han analizado los resultados del acuerdo firmado con los empresarios “compromiso por el empleo”? ,"Ministerio de Trabajo, Empleo y Seguridad Social",Política de Empleo y Desempleo  ,ACUERDO GOBIERNO SECTOR PRIVADO DESPIDOS
95,22/08/2016,24/08/2016,170,Interbloque Federal Unidos por una Nueva Argentina,El pasado 9 de Mayo de este año el Poder Ejecutivo suscribió con empresarios un “acuerdo” para no reducir planteles por el plazo de 90 días. ,¿Tienen la certeza de que todos los firmantes respetaron el compromiso? En caso que no se haya respetado el acuerdo; ¿Qué medidas piensan tomar?,"Ministerio de Trabajo, Empleo y Seguridad Social",Política de Empleo y Desempleo  ,ACUERDO GOBIERNO SECTOR PRIVADO DESPIDOS
95,22/08/2016,24/08/2016,171,Interbloque Federal Unidos por una Nueva Argentina,"A partir de la sanción de la Ley 27.260, informe",¿La ANSES ya está dejando de percibir completamente 3 puntos de los 15% del Pacto Fiscal? ,ANSES,Ley de reparación histórica,ALCANCE LEY DE REPARACIÓN HISTÓRICA JUBILADOS
95,22/08/2016,24/08/2016,172,Interbloque Federal Unidos por una Nueva Argentina,"El Observatorio del Derecho Social de la C.T.A. reveló que entre noviembre de 2015 y mayo de 2016 la cantidad de asalariados registrados en el sector privado se redujo en 128.294 casos. Además, se registraron alrededor de 11.000 despidos en el sector público. En este contexto, decidieron no renovar el “compromiso por el empleo” acordado con empresarios.",¿Qué medidas puntuales se encuentran en agenda inmediata para sostener el empleo y para generar planes de inversión para promover puestos de trabajo?,"Ministerio de Trabajo, Empleo y Seguridad Social",Política de Empleo y Desempleo  ,DESEMPLEO SECTOR PRIVADO
95,22/08/2016,24/08/2016,173,Interbloque Federal Unidos por una Nueva Argentina,"A partir de la sanción de la Ley 27.260, informe: ",¿Habrá préstamos del FGS por otros 3 puntos en 2016?,ANSES,Fondo de Garantía de Sustentabilidad,ALCANCE LEY DE REPARACIÓN HISTÓRICA JUBILADOS
95,22/08/2016,24/08/2016,174,Interbloque Federal Unidos por una Nueva Argentina,"A partir de la sanción de la Ley 27.260, informe: ",¿Cuál es la proyección del resultado del organismo para este año?,ANSES,Ley de reparación histórica,ALCANCE LEY DE REPARACIÓN HISTÓRICA JUBILADOS
95,22/08/2016,24/08/2016,175,Interbloque Federal Unidos por una Nueva Argentina,"La recaudación por aportes y contribuciones mostró en julio una suba de apenas 27% i.a., la menor en 4 meses. Informe si esta desaceleración obedeció a un alza en la morosidad del ingreso de cargas sociales o hubo algún otro factor","Si es así, ¿Se espera que repunte en los próximos meses?",ANSES,AFIP/Tributos,RECAUDACIÓN POR APORTES Y CONTRIBUCIONES
95,22/08/2016,24/08/2016,176,Interbloque Federal Unidos por una Nueva Argentina,(SECRETARIA DE COMUNICACION PUBLICA)  Según la aplicación de la Ley 27253 sobre Reintegro de IVA por compras en comercios minoristas por parte de sectores de menores ingresos –Decreto 858/2016 – Resolución 227/2016- ,Informe y detalle las campañas realizadas por el P.E.N. a los efectos de la promoción del sistema.,Jefatura de Gabinete,Pauta oficial,CAMPAÑAS MEDIATICAS REINTEGRO IVA
95,22/08/2016,24/08/2016,177,Interbloque Federal Unidos por una Nueva Argentina,,Ante la falta de información pública disponible. Informe la evolución de los componentes del índice la movilidad jubilatoria que arrojarían la suba del 14%-15% en septiembre. ¿Cuál sería el costo fiscal de una suba de 15%?,ANSES,Política previsional/jubilatoria,EVOLUCIÓN INDICE DE MOVILIDAD JUBILATORIA
95,22/08/2016,24/08/2016,178,Interbloque Federal Unidos por una Nueva Argentina,Según la aplicación de la Ley 27253 sobre Reintegro de IVA por compras en comercios minoristas por parte de sectores de menores ingresos –Decreto 858/2016 – Resolución 227/2016- ,Informe y detalle los avances en la incorporación de medios tecnológicos que faciliten el procesamiento de las operaciones. ,Ministerio de Hacienda y Finanzas Públicas,AFIP/Tributos,REINTEGRO IVA
95,22/08/2016,24/08/2016,179,Interbloque Federal Unidos por una Nueva Argentina,,Informe cómo está conformada la cartera de inversión del FGS por título y cuál es su flujo de fondos. En los informes anteriores solo se da información por tipo de instrumento.,ANSES,Fondo de Garantía de Sustentabilidad,CONFORMACION CARTERA DE FONDO DE GARANTÍA DE SUSTENTABILIDAD
95,22/08/2016,24/08/2016,180,Interbloque Federal Unidos por una Nueva Argentina,Según la aplicación de la Ley 27253 sobre Reintegro de IVA por compras en comercios minoristas por parte de sectores de menores ingresos –Decreto 858/2016 – Resolución 227/2016- ,Informe y detalle los acuerdos con Provincias y Municipios para promover el sistema.,Ministerio de Hacienda y Finanzas Públicas,Coparticipación/Fondos provinciales,REINTEGRO IVA
95,22/08/2016,24/08/2016,181,Interbloque Federal Unidos por una Nueva Argentina,,"Informe qué monto y bajo qué tipo de análisis calculan que son los fondos  que no están declarados para poder entrar al blanqueo. ¿Cuánto estiman de ingreso por blanqueo, en concepto del impuesto especial; en concepto de suscripción de títulos públicos; en concepto de ingreso de capitales al país?",Ministerio de Hacienda y Finanzas Públicas,Política Económica,BLANQUEO DE CAPITALES
95,22/08/2016,24/08/2016,182,Interbloque Federal Unidos por una Nueva Argentina,Según la aplicación de la Ley 27253 sobre Reintegro de IVA por compras en comercios minoristas por parte de sectores de menores ingresos –Decreto 858/2016 – Resolución 227/2016- ,Informe la cantidad de comercios que se han incorporado al sistema de aceptación de tarjetas de débito desde la vigencia de la ley.,Ministerio de Hacienda y Finanzas Públicas,AFIP/Tributos,REINTEGRO IVA
95,22/08/2016,24/08/2016,183,Interbloque Federal Unidos por una Nueva Argentina,Según la aplicación de la Ley 27253 sobre Reintegro de IVA por compras en comercios minoristas por parte de sectores de menores ingresos –Decreto 858/2016 – Resolución 227/2016- ,Informe la cantidad de contribuyentes que han computado como crédito fiscal en el IVA el costo de adoptar el sistema de procesamiento. ,Ministerio de Hacienda y Finanzas Públicas,AFIP/Tributos,REINTEGRO IVA
95,22/08/2016,24/08/2016,184,Interbloque Federal Unidos por una Nueva Argentina,,Informe qué medidas de protección de datos adicionales se están tomando para el cuidado de la información de los que ingresen al blanqueo.,Ministerio de Hacienda y Finanzas Públicas,Política Económica,BLANQUEO DE CAPITALES
95,22/08/2016,24/08/2016,185,Interbloque Federal Unidos por una Nueva Argentina,Según la aplicación de la Ley 27253 sobre Reintegro de IVA por compras en comercios minoristas por parte de sectores de menores ingresos –Decreto 858/2016 – Resolución 227/2016- ,"Informe y detalle sobre el contenido de los Convenios que se hayan suscripto con Bancos y operadores de sistemas de procesamiento de tarjetas de débito, a efectos de la aplicación del sistema. ",Ministerio de Hacienda y Finanzas Públicas,AFIP/Tributos,REINTEGRO IVA
95,22/08/2016,24/08/2016,186,Interbloque Federal Unidos por una Nueva Argentina,,Informe qué bases de datos van a ser utilizadas y de qué forma para sugerirles a los ciudadanos que se sumen al blanqueo.,Ministerio de Hacienda y Finanzas Públicas,Política Económica,BLANQUEO DE CAPITALES
95,22/08/2016,24/08/2016,187,Interbloque Federal Unidos por una Nueva Argentina,Según la aplicación de la Ley 27253 sobre Reintegro de IVA por compras en comercios minoristas por parte de sectores de menores ingresos –Decreto 858/2016 – Resolución 227/2016- ,Informe y detalle el costo fiscal de la medida durante el mes de julio de 2016 y el previsto para agosto.,Ministerio de Hacienda y Finanzas Públicas,AFIP/Tributos,REINTEGRO IVA
95,22/08/2016,24/08/2016,188,Interbloque Federal Unidos por una Nueva Argentina,,"Informe qué capacitaciones se han realizado para los recursos humanos que trabajan en los diferentes organismos implicados en el blanqueo, sobre el tema en cuestión.",Ministerio de Hacienda y Finanzas Públicas,AFIP/Tributos,BLANQUEO DE CAPITALES
95,22/08/2016,24/08/2016,189,Interbloque Federal Unidos por una Nueva Argentina,Según la aplicación de la Ley 27253 sobre Reintegro de IVA por compras en comercios minoristas por parte de sectores de menores ingresos –Decreto 858/2016 – Resolución 227/2016- ,Informe cantidad de beneficiarios del sistema que hicieron uso del mismo durante el mes de julio y estimado de agosto de 2016.,Ministerio de Hacienda y Finanzas Públicas,AFIP/Tributos,REINTEGRO IVA
95,22/08/2016,24/08/2016,190,Interbloque Federal Unidos por una Nueva Argentina,,"Con la primera facturación realizada para el bimestre mayo-junio, informe cuál ha sido el incremento promedio de tarifas de gas, y que porcentaje de hogares tuvo alzas superiores a 1000%?",Ministerio de Energía y Minería,Tarifas  ,TARIFAS SERVICIOS PÚBLICOS
